id,weather_file,fault_type,fault_intensity,sensorfilename,electricity_ip,eui,natural_gas_ip,net_site_energy,unmet_hours_during_occupied_cooling,unmet_hours_during_occupied_heating
3f9c38dd-02c2-47bf-945c-ae401017ccae,Knoxville_TN_AMY,lighting_setback_error_early_termination,3,lighting_setback_error_early_termination_3.0,50667.91345,52.49030077,12.3266337,185212.9435,393.5,443.5
e0baeb44-227c-4374-9c14-6693f3f6c9b1,Knoxville_TN_AMY,excessive_infiltration,0.4,excessive_infiltration_0.4,51325.60982,52.96843769,11.76541271,186900.058,393.5,443.5
912040e6-d307-410e-8321-e71e49c0c615,Knoxville_TN_AMY,supply_air_duct_leakages,0.3,supply_air_duct_leakages_0.3,52098.51005,53.53521797,11.128252,188899.9521,393.5,443.75
11ce6ed7-03e1-426d-adbb-04a8011d767f,Knoxville_TN_AMY,hvac_setback_error_delayed_onset,3,hvac_setback_error_delayed_onset_3.0,53019.81187,54.21213092,10.37790626,191288.4512,393.5,443.5
655d9c80-14e6-4f80-a6f1-711b2ff0f9e5,Knoxville_TN_AMY,thermostat_bias,3,thermostat_bias_3.0,49843.37448,51.89397271,13.04034599,183108.7895,393.5,443.5
a5566c06-690a-47dc-8a6e-9f695eae8ea0,Knoxville_TN_AMY,improperly_sized_equipment_wshp,1.5,improperly_sized_equipment_wshp_1.5,50442.30443,52.4741838,13.04006758,185156.0745,393.5,443.5
843c0271-ddb1-4cf3-972c-b9f0524d4fb8,Knoxville_TN_AMY,condenser_fouling_in_chiller,0.4,condenser_fouling_chiller_0.4,49842.69447,53.18333069,17.58514508,187658.3117,393.5,443.5
e1598de2-3062-4f40-b343-05defbd8c32c,Knoxville_TN_AMY,nonstandard_refrigerant_charging_in_chiller,1.4,nonstandard_charging_chiller_1.4,49842.57836,56.90903803,30.73820071,200804.5351,393.5,443.5
6961fa68-66ce-42fd-9161-0fcb37bfa0bd,Knoxville_TN_AMY,presence_of_noncondensable_in_chiller,0.04,presence_of_noncondensable_chiller_0.04,49737.46135,51.94232363,13.56779309,183279.3966,393.5,443.75
